month,editors.anonymous,editors.user,editors.name-bot,editors.group-bot,editors.total,active-editors.total,edits.anonymous,edits.user,edits.name-bot,edits.group-bot,edits.total,new-reg.total,new-pages.anonymous,new-pages.user,new-pages.name-bot,new-pages.group-bot,new-pages.total,edited-pages.anonymous,edited-pages.user,edited-pages.name-bot,edited-pages.group-bot,edited-pages.total,edited-pages-conoc.non-content,edited-pages-conoc.content,edited-pages-conoc.total,pages2date.non-content,pages2date.content,pages2date.total,n_log_all,n_log_editor_ip,n_log_editor_bot,n_log_editor_user,n_log_admin_ip,n_log_admin_bot,n_log_admin_user,n_log_all_block,n_log_editor_ip_block,n_log_editor_bot_block,n_log_editor_user_block,n_log_admin_ip_block,n_log_admin_bot_block,n_log_admin_user_block,n_log_all_unblock,n_log_editor_ip_unblock,n_log_editor_bot_unblock,n_log_editor_user_unblock,n_log_admin_ip_unblock,n_log_admin_bot_unblock,n_log_admin_user_unblock,n_editor_all,n_editor_ip,n_editor_bot,n_editor_user,n_editor_all_block,n_editor_ip_block,n_editor_bot_block,n_editor_user_block,n_editor_all_unblock,n_editor_ip_unblock,n_editor_bot_unblock,n_editor_user_unblock,tag_number
2020-11-01,280929,124979,80.0,107.0,406095.0,39080,757104,3328795,3571.0,852504.0,4941974.0,119883,1699,147916,842.0,20678.0,171135.0,286633,1163908,2371.0,514973.0,1967885.0,444759,1158810,1603569,33606398,6119451,39725849,43287,34458,1,8828,0,26298,16989,43167,34432,1,8734,0,26298,16869,120,26,0,94,0,0,120,41339,33066,1,8272,41308,33060,1,8247,120,26,0,94,58
2020-12-01,275804,125667,80.0,110.0,401661.0,38490,750568,3592936,2969.0,1291956.0,5638429.0,127947,1634,155539,737.0,19478.0,177388.0,285960,1270735,1963.0,892386.0,2451044.0,426384,1537303,1963687,33761995,6141242,39903237,54351,45297,2,9052,0,35323,19028,54171,45251,1,8919,0,35323,18848,180,46,1,133,0,0,180,51293,42833,1,8459,51241,42820,1,8420,179,46,1,132,58
2021-01-01,314487,140791,103.0,110.0,455491.0,41056,831224,3880669,8182.0,1540594.0,6260669.0,144528,1640,190764,614.0,23142.0,216160.0,308599,1378542,7168.0,1061944.0,2756253.0,525737,1709896,2235633,33955181,6164216,40119397,58202,45960,3,12239,0,35732,22470,58045,45927,3,12115,0,35732,22313,157,33,0,124,0,0,157,55458,43831,2,11625,55405,43827,2,11576,155,32,0,123,58
2021-02-01,282017,132267,90.0,108.0,414482.0,40356,763251,3627300,2042.0,800597.0,5193190.0,124099,1674,242148,339.0,22812.0,266973.0,288656,1393882,1080.0,482041.0,2165659.0,690656,1161925,1852581,34199067,6187303,40386370,48712,40355,7,8350,0,30472,18240,48562,40335,3,8224,0,30472,18090,150,20,4,126,0,0,150,46504,38647,4,7853,46448,38642,2,7804,150,20,4,126,58
2021-03-01,297440,141260,110.0,109.0,438919.0,43587,809241,3747025,2586.0,954883.0,5513735.0,128414,1674,200317,523.0,26499.0,229013.0,306555,1303744,1565.0,605086.0,2216950.0,554382,1321591,1875973,34403195,6212188,40615383,53123,45498,2,7623,0,40336,12787,52958,45466,1,7491,0,40336,12622,165,32,1,132,0,0,165,50827,43747,1,7079,50776,43747,1,7028,165,32,1,132,58
2021-04-01,274160,133967,85.0,109.0,408321.0,41944,750689,3566810,3454.0,863600.0,5184553.0,113330,1369,152930,855.0,20271.0,175425.0,287788,1253944,2387.0,521983.0,2066102.0,547090,1197256,1744346,34559586,6231222,40790808,46660,39530,2,7128,0,35115,11545,46531,39507,1,7023,0,35115,11416,129,23,1,105,0,0,129,44394,37684,1,6709,44353,37680,1,6672,127,23,1,103,58
2021-05-01,289804,132867,81.0,113.0,422865.0,40744,807344,3634172,3288.0,735271.0,5180075.0,114287,1428,155222,782.0,20985.0,178417.0,294856,1249406,2166.0,405820.0,1952248.0,450314,1171668,1621982,34715068,6254157,40969225,45482,37792,2,7688,0,32681,12801,45314,37751,1,7562,0,32681,12633,168,41,1,126,0,0,168,42891,35779,1,7111,42841,35769,1,7071,167,41,1,125,58
2021-06-01,269011,122639,64.0,114.0,391828.0,37271,734543,3396595,3477.0,739254.0,4873869.0,105163,1452,162206,907.0,18598.0,183163.0,275014,1199335,2458.0,428547.0,1905354.0,547434,1065552,1612986,34878016,6274372,41152388,45632,37477,2,8153,0,30959,14673,45407,37446,1,7960,0,30959,14448,225,31,1,193,0,0,225,43122,35570,1,7551,43055,35563,1,7491,216,31,1,184,58
2021-07-01,262563,118858,80.0,115.0,381616.0,36949,736723,3452552,3449.0,763412.0,4956136.0,96977,1284,172577,813.0,16361.0,191035.0,276874,1190014,2314.0,434809.0,1904011.0,516140,1088403,1604543,35048553,6294870,41343423,91041,83334,2,7705,0,77179,13862,90900,83305,1,7594,0,77179,13721,141,29,1,111,0,0,141,81628,74484,1,7143,81602,74480,1,7121,140,29,1,110,58
2021-08-01,262494,119967,72.0,111.0,382644.0,37076,735317,3411213,4302.0,814882.0,4965714.0,98519,1357,145087,837.0,16442.0,163723.0,273956,1147335,2287.0,485764.0,1909342.0,578898,1037135,1616033,35190918,6316228,41507146,661509,653214,2,8293,0,646509,15000,661332,653171,1,8160,0,646509,14823,177,43,1,133,0,0,177,314671,306909,1,7761,314621,306895,1,7725,175,43,1,131,58
2021-09-01,259300,121269,66.0,113.0,380748.0,38384,726364,3340715,3198.0,1493298.0,5563575.0,105723,1593,142945,746.0,18508.0,163792.0,271888,1178852,2022.0,1146842.0,2599604.0,1226216,1082792,2309008,35335847,6335091,41670938,627812,620109,2,7701,0,614181,13631,627628,620053,1,7574,0,614181,13447,184,56,1,127,0,0,184,324406,317231,1,7174,324348,317214,1,7133,181,55,1,125,58
2021-10-01,261305,122708,74.0,118.0,384205.0,38523,733570,3560324,3233.0,975540.0,5272667.0,106243,1472,201754,748.0,16825.0,220799.0,276706,1254320,2102.0,677284.0,2210412.0,827194,1085504,1912698,35537466,6354271,41891737,422443,414327,0,8116,0,405774,16669,422297,414292,0,8005,0,405774,16523,146,35,0,111,0,0,146,235899,228327,0,7572,235851,228319,0,7532,146,35,0,111,58
2021-11-01,251197,120757,74.0,113.0,372141.0,38081,701420,3303243,3214.0,869115.0,4876992.0,100255,1543,132715,646.0,17072.0,151976.0,267937,1176488,1829.0,555429.0,2001683.0,588526,1114256,1702782,35672054,6371659,42043713,553342,544827,2,8513,0,538321,15021,553228,544813,1,8414,0,538321,14907,114,14,1,99,0,0,114,301394,293438,1,7955,301361,293434,1,7926,114,14,1,99,58
2021-12-01,246927,116756,76.0,111.0,363870.0,36726,690006,3349801,9169.0,788041.0,4837017.0,102414,1998,126289,617.0,14664.0,143568.0,269945,1224091,1814.0,449503.0,1945353.0,472563,1172652,1645215,35797431,6389850,42187281,644290,636400,2,7888,0,631513,12777,644171,636373,1,7797,0,631513,12658,119,27,1,91,0,0,119,337953,330571,1,7381,337913,330567,1,7345,118,26,1,91,58
2022-01-01,270229,128084,101.0,114.0,398528.0,38990,769600,3600321,9537.0,1517009.0,5896467.0,112182,2977,145068,674.0,16483.0,165202.0,299153,1264133,1896.0,1078364.0,2643546.0,1002956,1291290,2294246,35944857,6407626,42352483,663682,656377,3,7302,0,651763,11919,663518,656341,2,7175,0,651763,11755,164,36,1,127,0,0,164,351938,345117,2,6819,351891,345110,2,6779,163,36,1,126,58
2022-02-01,243742,121230,74.0,109.0,365155.0,37695,669259,3300671,8889.0,1230726.0,5209545.0,103208,1598,137254,734.0,14827.0,154413.0,267456,1214628,2022.0,908992.0,2393098.0,989500,1102420,2091920,36083216,6423680,42506896,600791,593895,4,6892,0,587843,12948,600651,593862,2,6787,0,587843,12808,140,33,2,105,0,0,140,327695,321230,2,6463,327654,321220,2,6432,139,33,2,104,58
2022-03-01,254747,126048,92.0,111.0,380998.0,39807,705926,3478743,22531.0,1396239.0,5603439.0,105076,1615,146249,303.0,11182.0,159349.0,280566,1265221,13887.0,1009454.0,2569128.0,1091396,1164483,2255879,36224611,6441634,42666245,675149,667880,0,7269,0,660467,14682,675014,667843,0,7171,0,660467,14547,135,37,0,98,0,0,135,356860,350101,0,6759,356821,350091,0,6730,134,37,0,97,58
2022-04-01,237180,120584,70.0,109.0,357943.0,38607,652202,3436530,9958.0,846945.0,4945635.0,93766,1696,131009,19.0,6992.0,139716.0,262341,1338276,1938.0,550607.0,2153162.0,683741,1206096,1889837,36348155,6457806,42805961,613609,607089,0,6520,0,601525,12084,613468,607054,0,6414,0,601525,11943,141,35,0,106,0,0,141,330196,324256,0,5940,330154,324245,0,5909,139,35,0,104,58
2022-05-01,242224,119498,83.0,111.0,361916.0,38131,678672,3465736,7872.0,1024241.0,5176521.0,94540,1816,129780,10.0,6887.0,138493.0,267533,1232138,398.0,679456.0,2179525.0,815038,1087517,1902555,36470606,6473848,42944454,659189,652659,0,6530,0,647185,12004,659042,652623,0,6419,0,647185,11857,147,36,0,111,0,0,147,351182,345102,0,6080,351131,345090,0,6041,147,36,0,111,58
2022-06-01,226649,113160,58.0,108.0,339975.0,35299,651187,3352273,7830.0,796506.0,4807796.0,112103,2026,181646,572.0,5877.0,190121.0,260233,1268402,1900.0,464248.0,1994783.0,550974,1141366,1692340,36645159,6489416,43134575,673190,666783,0,6407,0,662380,10810,673069,666751,0,6318,0,662380,10689,121,32,0,89,0,0,121,362601,356620,0,5981,362565,356615,0,5950,120,32,0,88,58
2022-07-01,229277,112167,71.0,108.0,341623.0,36147,664391,3473088,9108.0,1407437.0,5554024.0,85373,1654,137730,577.0,5888.0,145849.0,265270,1271353,1578.0,1108423.0,2646624.0,1276743,1098981,2375724,36775051,6505373,43280424,672499,665847,2,6650,0,661163,11336,672364,665818,1,6545,0,661163,11201,135,29,1,105,0,0,135,366333,360296,1,6036,366303,360293,1,6009,133,28,1,104,58
2022-08-01,232562,115491,63.0,105.0,348221.0,35939,667327,3338963,10190.0,1982689.0,5999169.0,87137,1350,125022,604.0,6351.0,133327.0,269473,1177750,1767.0,1683649.0,3132639.0,1672628,1160428,2833056,36893423,6520328,43413751,715645,708439,0,7206,0,703293,12352,715502,708412,0,7090,0,703293,12209,143,27,0,116,0,0,143,389506,382813,0,6693,389464,382802,0,6662,138,27,0,111,58
2022-09-01,231752,117537,59.0,109.0,349457.0,37751,655671,3297961,12134.0,1408056.0,5373822.0,96764,1227,137271,664.0,9636.0,148798.0,261515,1189718,3580.0,1106783.0,2561596.0,1250047,1043132,2293179,37029031,6533518,43562549,758350,751730,0,6620,0,745705,12645,758235,751708,0,6527,0,745705,12530,115,22,0,93,0,0,115,412831,406659,0,6172,412790,406657,0,6133,114,22,0,92,58
2022-10-01,248722,122036,64.0,110.0,370932.0,39232,712741,3347944,8284.0,1750654.0,5819623.0,101417,2047,161295,217.0,8299.0,171858.0,280968,1166507,878.0,1439415.0,2887768.0,1575389,1035339,2610728,37186006,6548401,43734407,766969,759994,0,6975,0,751928,15041,766857,759968,0,6889,0,751928,14929,112,26,0,86,0,0,112,415993,409519,0,6474,415968,409514,0,6454,112,26,0,86,58
2022-11-01,231132,118711,69.0,115.0,350027.0,37721,668088,3170743,8148.0,1541487.0,5388466.0,99394,1772,138458,468.0,9642.0,150340.0,272913,1103666,1670.0,1237270.0,2615519.0,1375556,980682,2356238,37321720,6563027,43884747,527636,520542,7,7087,0,514377,13259,527497,520517,4,6976,0,514377,13120,139,25,3,111,0,0,139,347693,341041,1,6651,347667,341041,1,6625,137,25,1,111,58
2022-12-01,225963,116271,64.0,110.0,342408.0,36766,673102,3354466,7375.0,1715789.0,5750732.0,96460,1399,147947,318.0,9587.0,159251.0,272157,1313859,830.0,1425748.0,3012594.0,1790562,979048,2769610,37465616,6578382,44043998,552642,545200,0,7442,0,536452,16190,552513,545180,0,7333,0,536452,16061,129,20,0,109,0,0,129,306982,300038,0,6944,306946,300034,0,6912,129,20,0,109,58
2023-01-01,250856,128787,85.0,114.0,379842.0,39505,724962,3591812,6878.0,1463666.0,5787318.0,125538,1344,172414,21.0,12149.0,185928.0,287718,1323936,173.0,1120494.0,2732321.0,1310880,1125505,2436385,37634825,6595101,44229926,588782,580504,0,8278,475,566614,21693,588135,580474,0,7661,0,566614,21521,148,30,0,118,0,0,148,330050,322701,0,7349,329999,322693,0,7306,148,30,0,118,58
2023-02-01,223779,119470,72.0,116.0,343437.0,37051,621500,3208682,6445.0,1429260.0,5265887.0,104134,1342,169132,8.0,11372.0,181854.0,253989,1215010,132.0,1114262.0,2583393.0,1267178,1043780,2310958,37801805,6609975,44411780,514151,506732,2,7417,0,498633,15518,514010,506704,1,7305,0,498633,15377,141,28,1,112,0,0,141,354528,347493,1,7034,354493,347487,1,7005,140,28,1,111,58
2023-03-01,246697,129172,63.0,114.0,376046.0,39910,691393,3429074,7489.0,1111831.0,5239787.0,111460,1793,166111,6.0,10352.0,178262.0,275180,1243539,134.0,769226.0,2288079.0,801558,1161962,1963520,37964657,6625385,44590042,858054,850075,0,7979,0,841458,16596,857902,850045,0,7857,0,841458,16444,152,30,0,122,0,0,152,476764,469191,0,7573,476718,469186,0,7532,150,30,0,120,58
2023-04-01,228048,122858,88.0,115.0,351109.0,38815,634634,3481680,7097.0,687171.0,4810582.0,104002,1756,149947,18.0,10860.0,162581.0,261141,1329539,219.0,372940.0,1963839.0,580176,1089071,1669247,38112388,6640235,44752623,668555,660604,5,7946,0,652096,16459,668437,660576,3,7858,0,652096,16341,118,28,2,88,0,0,118,379012,371566,2,7444,378979,371561,2,7416,117,28,2,87,58
2023-05-01,232305,121713,79.0,115.0,354212.0,37874,654055,3476264,6369.0,1102183.0,5238871.0,97658,2103,144922,14.0,9883.0,156922.0,268594,1318866,172.0,623120.0,2210752.0,519265,1339591,1858856,38254774,6654771,44909545,647303,639706,0,7597,0,632538,14765,647169,639689,0,7480,0,632538,14631,134,17,0,117,0,0,134,355386,348324,0,7062,355352,348321,0,7031,134,17,0,117,58
2023-06-01,216696,113893,69.0,114.0,330772.0,35416,624870,3406082,6252.0,640899.0,4678103.0,88268,2198,147519,17.0,18661.0,168395.0,255148,1346118,185.0,334923.0,1936374.0,566291,1100004,1666295,38408327,6669613,45077940,685955,678963,0,6992,0,674223,11732,685828,678941,0,6887,0,674223,11605,127,22,0,105,0,0,127,374816,368290,0,6526,374778,368287,0,6491,127,22,0,105,58
2023-07-01,221848,117076,68.0,113.0,339105.0,37210,656172,3582227,7444.0,1016716.0,5262559.0,89000,2154,137925,9.0,80870.0,220958.0,263793,1352300,231.0,613584.0,2229908.0,613646,1290181,1903827,38613972,6684926,45298898,704439,696824,0,7615,0,692929,11510,704316,696808,0,7508,0,692929,11387,123,16,0,107,0,0,123,391555,384463,0,7092,391514,384455,0,7059,123,16,0,107,58
2023-08-01,218541,121026,78.0,114.0,339759.0,37763,618094,3550686,6715.0,803995.0,4979490.0,93052,2502,134818,10.0,11423.0,148753.0,255520,1303447,143.0,449010.0,2008120.0,481200,1237212,1718412,38746362,6701289,45447651,764221,466,0,763755,0,451,763770,499,466,0,33,0,451,48,0,0,0,0,0,0,0,669,465,0,204,497,465,0,32,0,0,0,0,58
2023-09-01,219391,120653,72.0,116.0,340232.0,38760,610776,3220975,10965.0,845599.0,4688315.0,97706,2298,144011,27.0,9837.0,156173.0,252250,1147137,3716.0,505966.0,1909069.0,443072,1161798,1604870,38886809,6717015,45603824,790007,782323,1,7683,0,768391,21616,789850,782271,0,7579,0,768391,21459,157,52,1,104,0,0,157,445275,438110,1,7164,445213,438081,0,7132,156,52,1,103,58
2023-10-01,226690,124411,63.0,118.0,351282.0,40051,626440,3510703,7556.0,646053.0,4790752.0,97081,2300,153087,17.0,10541.0,165945.0,263866,1259051,176.0,311398.0,1834491.0,496906,1065683,1562589,39036734,6733035,45769769,844314,836851,1,7462,0,828848,15466,844174,836808,1,7365,0,828848,15326,140,43,0,97,0,0,140,468217,461250,1,6966,468161,461221,1,6939,138,43,0,95,58
2023-11-01,225791,122564,71.0,118.0,348544.0,39570,615859,3455103,7141.0,669320.0,4747423.0,101249,2423,166952,25.0,9980.0,179380.0,259747,1238860,174.0,336965.0,1835746.0,523833,1034936,1558769,39200338,6748811,45949149,764033,756530,0,7503,0,747161,16872,763896,756480,0,7416,0,747161,16735,137,50,0,87,0,0,137,447019,439964,0,7055,446977,439949,0,7028,137,50,0,87,58
2023-12-01,213825,118306,67.0,119.0,332317.0,38264,605376,3569871,7460.0,926927.0,5109634.0,86726,2043,153570,11.0,10227.0,165851.0,251405,1341871,152.0,582717.0,2176145.0,746375,1153401,1899776,39350176,6764824,46115000,809448,802202,2,7244,0,794969,14479,809338,802183,1,7154,0,794969,14369,110,19,1,90,0,0,110,456163,449315,1,6847,456131,449312,1,6818,109,19,1,89,58
